ano,artista,faixa,genero1,id,arquivo,status,fechado_estilo,fechado_confianca,fechado_justificativa,tempo_fechado,aberto_estilo,aberto_subgeneros,aberto_confianca,aberto_justificativa,tempo_aberto
1991,Raimundos,Mulher de fases,rock,218,218_Raimundos - Mulher de fases.mp3,ok,rock,95.0,"A faixa apresenta elementos clássicos do rock, como guitarras com distorção, uma seção rítmica de bateria e baixo bem definida e vocais com técnica de drive.",33.120484590530396,Pop Rock,"Indie Rock, Rock Nacional, Power Pop",95.0,"A faixa apresenta uma instrumentação clássica de rock (bateria, baixo e guitarras elétricas com distorção) aliada a uma estrutura melódica acessível e refrão cativante, típicos do Pop Rock. A sonoridade remete ao Indie Rock contemporâneo brasileiro, com influências de Power Pop perceptíveis na energia e na harmonia das guitarras. A letra em português e a interpretação vocal reforçam sua classificação no cenário do Rock Nacional.",50.19641947746277
2024,Eric Land,Vaqueira,forró,69,69_Vaqueira - Eric Land e Iguinho _ Lulinha (Clipe Oficial)(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta elementos centrais do forró moderno (piseiro), como o uso proeminente da sanfona, ritmo binário marcado e temática lírica voltada à cultura de vaquejada.",39.80162286758423,Piseiro,"Forró de Vaquejada, Forró Eletrônico, Sertanejo Universitário",98.0,"A faixa é caracterizada pela batida sincopada e eletrônica típica do piseiro, com a presença central da sanfona executando riffs melódicos. A estrutura harmônica é simples e funcional, voltada para o entretenimento e a dança. A temática lírica e a estética visual (chapéus de couro, referências a vaqueiros) inserem a obra no contexto da vaquejada moderna, enquanto a produção sonora incorpora elementos do sertanejo contemporâneo e do pop-rock na instrumentação das guitarras.",22.202288150787354
2018,"Lady Gaga, Bruno Mars",Die With A Smile,pop,153,"153_Lady Gaga, Bruno Mars - Die With A Smile.mp3",ok,pop,95.0,"A faixa apresenta uma estrutura melódica acessível, produção polida com foco em vocais emotivos e instrumentação que combina violão acústico com camadas de banda completa no refrão, típica do pop contemporâneo.",35.31578254699707,Pop Rock,"Anthem Rock, Alternative Rock, Modern Rock, Arena Rock",98.0,"A faixa é caracterizada por uma estrutura de canção pop hino (anthem), com um refrão expansivo e melódico projetado para grandes audiências. A instrumentação é baseada em guitarras elétricas em camadas, alternando entre texturas limpas nos versos e distorção enérgica nos refrões. A bateria apresenta um padrão 4/4 sólido com ênfase no backbeat, enquanto a produção utiliza efeitos de ambiência e compressão modernos para criar uma sonoridade densa e potente, típica do rock de arena contemporâneo.",59.98533010482788
1982,Pineaple Storm,Poesia acustica #3,hip-hop,206,"206_Pineapple StormTv, Choice, Lord ADL, Tiago Mac, Sant, Maria, Slim Beat, Salve Malak - Poesia Acústica #3- Capricorniana.mp3",ok,hip-hop,95.0,"A faixa apresenta rimas estruturadas, métrica característica do rap e faz parte de um projeto consolidado na cena hip-hop brasileira, apesar da instrumentação acústica.",94.35710120201111,MPB Contemporânea / Hip-Hop Acústico,"Rap Acústico, R&B, Samba-Rap, Pop Poético",100.0,"A faixa é um exemplo emblemático do movimento 'Poesia Acústica', caracterizado pela fusão de instrumentação orgânica (predominantemente violão de nylon com harmonias sofisticadas) e a métrica rítmica do Hip-Hop. A estrutura de 'cypher' permite a alternância entre versos rimados e refrões melódicos, incorporando elementos de R&B e uma cadência brasileira que remete ao Samba e à Bossa Nova em sua base harmônica.",71.12992763519287
2019,"Luan Santana, Léo Foguete",DONA,forró,62,62_Luan Santana - DONA feat. Léo Foguete (Luan City Festival THE END)(MP3_160K).mp3,ok,sertanejo,95.0,"A faixa apresenta características típicas do sertanejo universitário, como o uso proeminente da sanfona, progressões harmônicas simples e melódicas, e uma interpretação vocal emotiva voltada para o público de massa.",50.48180961608887,Sertanejo Universitário,"Arrocha, Pop Sertanejo, Sertanejo Romântico",100.0,"A faixa apresenta características fundamentais do Sertanejo Universitário contemporâneo, como a fusão de elementos tradicionais (sanfona e violão) com uma produção pop de arena. A estrutura rítmica em 4/4, com uma cadência próxima ao Arrocha, é evidenciada pela marcação da bateria e do baixo. As harmonias vocais em terças paralelas são típicas do gênero, enquanto a temática lírica sentimental e a interação com o público em um contexto de show ao vivo reforçam a classificação.",64.47496914863586
2025,Planet Hemp,Mantenha o respeito,rock,223,223_Planet Hemp - Mantenha o Respeito.mp3,ok,rock,95.0,"A faixa apresenta elementos fundamentais do rock alternativo e rap-rock, com guitarras distorcidas, bateria enérgica e vocais agressivos.",31.851222038269043,Nu Metal / Rap Metal,"Rap Rock, Alternative Metal, Hardcore, Funk Metal",98.0,"A faixa apresenta uma fusão característica de riffs de guitarra pesados e distorcidos com uma entrega vocal baseada no rap e no hip-hop. A estrutura rítmica é sincopada, típica do funk metal e do nu metal, com um baixo proeminente e baterias agressivas. A alternância entre versos rimados e refrões gritados reforça a estética do Rap Metal brasileiro dos anos 90, exemplificada pela banda Planet Hemp.",34.54076075553894
2024,Moliy,Shake it to the max,pop,163,"163_MOLIY, Silent Addy, Gladdest - Shake It To The Max (Done With Ya Ex).mp3",ok,pop,95.0,"A faixa apresenta produção eletrônica polida, estrutura rítmica 4/4 dançante e ganchos vocais melódicos e repetitivos, características centrais do gênero pop contemporâneo.",23.871850967407227,Afrobeats,"Afropop, Dance-pop, Afro-fusion, Contemporary R&B",95.0,"A faixa apresenta padrões percussivos sincopados típicos do Afrobeats da África Ocidental, combinados com uma produção eletrônica polida característica do Dance-pop. A entrega vocal alterna entre melodias suaves e frases rítmicas, enquanto a linha de baixo é proeminente e propulsiva. Referências líricas e a estrutura rítmica reforçam a classificação dentro do espectro do Afro-fusion contemporâneo.",14.65617561340332
2022,"MC Cebezinho, DJ Oreia, MC Tuto, Love Funk, Mc Kako",A Danada Me Ligando,funk,58,58_A DANADA ME LIGANDO - MC Cebezinho_ MC Tuto e MC Kako (Love Funk _ Web Clipe) DJ Oreia(MP3_160K).mp3,ok,hip-hop,95.0,"A faixa apresenta uma base rítmica de trap, com graves acentuados (808s), hi-hats rápidos e um flow vocal característico do rap, enquadrando-se no gênero macro hip-hop.",76.77376127243042,Trap Brasileiro,"Trap Ostentação, Melodic Trap, Hip Hop",95.0,"A faixa é caracterizada por uma produção contemporânea de Trap, utilizando batidas com graves profundos (808s), hi-hats em subdivisões rápidas e um flow vocal rítmico e melódico. A presença de um loop de guitarra melódico no início e ao fundo classifica a obra como Melodic Trap, enquanto a temática lírica voltada para o estilo de vida, sucesso e bens materiais a define dentro da vertente 'Ostentação' do cenário urbano brasileiro.",65.71309089660645
2021,Marcelo D2,Qual E,rock,221,221_Marcelo D2 - Qual é.mp3,ok,rock,95.0,"A faixa apresenta instrumentação característica do rock alternativo, com guitarras distorcidas, baixo e bateria, apesar da influência do hip-hop no fraseado vocal.",46.13054823875427,Samba-Rap,"Hip Hop Brasileiro, Samba-Funk, Urban, Rap",100.0,"A faixa apresenta uma fusão técnica entre a rítmica orgânica do samba (caracterizada pelo uso de surdo, pandeiro e tamborim) e a métrica vocal do rap. A estrutura harmônica utiliza samples e progressões típicas do samba de raiz, enquanto a produção e o flow vocal seguem a estética do hip hop urbano brasileiro, sendo um exemplo clássico da sonoridade estabelecida por Marcelo D2.",31.686821937561035
2025,Vitinho Imperador,Volta Rapariga,forró,65,65_Vitinho Imperador _ Volta Rapariga(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta características marcantes do piseiro, uma vertente moderna do forró, com batida eletrônica acentuada, uso de sintetizadores que emulam o acordeão e temática lírica popular típica do gênero.",59.36785578727722,Piseiro,"Pisadinha, Forró Eletrônico, Arrocha, Sertanejo",100.0,"A faixa é caracterizada pela batida sincopada e eletrônica típica do Piseiro, executada predominantemente por sintetizadores e baterias programadas que emulam o som de teclados arranjadores. A rítmica é uma evolução do Forró, com uma cadência acelerada e marcada, voltada para a cultura dos 'paredões'. Os vocais exploram a temática da 'sofrência' e relacionamentos, fundindo elementos melódicos do Arrocha e do Sertanejo com a base percussiva nordestina moderna.",42.611947536468506
2021,Hozier,Too Sweet,pop,154,154_Hozier - Too Sweet.mp3,ok,rock,95.0,"A música apresenta instrumentação clássica do rock, com guitarras elétricas distorcidas, bateria enérgica e vocais melódicos com leve drive, seguindo uma estrutura de pop-rock.",53.6168315410614,Pop Soul,"Indie Pop, Funk Pop, Blue-eyed Soul, Contemporary R&B",92.0,"A faixa apresenta uma fusão de elementos do pop contemporâneo com influências marcantes do soul e funk. A instrumentação é caracterizada por guitarras rítmicas sincopadas, uma linha de baixo melódica e presente, e vocais expressivos que utilizam falsetes e uma entrega emocional típica do soul, tudo envolto em uma produção moderna e polida.",48.207778215408325
2023,Pato Fu,Ando meio desligado,rock,222,222_Pato Fu - Ando Meio Desligado.mp3,ok,rock,95.0,"A faixa apresenta instrumentação clássica do rock, com guitarras elétricas distorcidas, baixo e bateria, além de uma estrutura melódica e rítmica característica do rock nacional.",37.663820028305054,Indie Rock,"Rock Alternativo, Folk Rock, Pop Rock Brasileiro",95.0,"A faixa apresenta características típicas do Indie Rock brasileiro, com uma instrumentação baseada em guitarras que alternam entre timbres limpos e levemente saturados, baixo melódico e uma bateria com groove constante. A interpretação vocal é expressiva e introspectiva, característica comum no gênero. Há uma fusão de elementos do Rock Alternativo com uma estrutura Pop, resultando em uma sonoridade acessível, mas com texturas instrumentais elaboradas. A presença de nuances de Folk Rock é notada na composição melódica e na progressão harmônica.",43.41233515739441
2020,Tate McRae,Sports car,pop,159,159_Tate McRae - Sports car.mp3,ok,pop,95.0,"A faixa apresenta melodias cativantes, produção eletrônica polida e um ritmo dançante característico do pop contemporâneo, com foco em ganchos vocais acessíveis.",46.69625425338745,Electropop,"Hyperpop, Synth-pop, Dance-pop, Trap-pop",95.0,"A faixa apresenta uma fusão de elementos eletrônicos com estruturas de canção pop. Destacam-se o uso intensivo de processamento vocal (autotune), sintetizadores melódicos e uma base rítmica que combina o 4/4 do dance-pop com padrões de percussão derivados do Trap (hi-hats rápidos). A produção é caracterizada por texturas digitais limpas e uma dinâmica voltada para pistas de dança.",36.16320729255676
2023,"Tarcísio do Acordeon, Marcynho Sensação",Rolê,forró,68,68_ROLÊ - Tarcísio do Acordeon e Marcynho Sensação (Vai beber_ vai chorar_ vai ligar)(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta elementos característicos do piseiro, uma vertente moderna do forró, destacando-se pelo uso proeminente da sanfona e uma base rítmica eletrônica sincopada.",44.83621907234192,Forró,"Piseiro, Pisadinha, Forró Eletrônico",100.0,"A faixa é um exemplo clássico do Piseiro moderno, uma vertente do Forró. Caracteriza-se pela predominância do acordeon (sanfona) executando riffs melódicos e rítmicos, acompanhado por uma base de percussão eletrônica e sintetizadores que emulam a batida da 'pisadinha'. A estrutura vocal é energética, com letras focadas em temas festivos e românticos, além de apresentar a participação de expoentes do gênero como Xand Avião e Tarcísio do Acordeon, consolidando sua identidade dentro do Forró Eletrônico contemporâneo.",51.642438650131226
2020,"Mad Dogz, Felipe Amorim",Love Love + Eu,forró,74,74_Mad Dogz e Felipe Amorim - Love Love   Eu (Letra Oficial)(MP3_160K).mp3,ok,forró,95.0,"A música utiliza a base rítmica do piseiro, um subgênero do forró eletrônico, caracterizado por batidas sintetizadas e andamento acelerado.",32.07424306869507,Forró Eletrônico,"Piseiro, Sertanejo Universitário, Pop Brasileiro",98.0,"A faixa é caracterizada pela fusão da sanfona tradicional com batidas eletrônicas e percussão sequenciada, definindo o estilo Piseiro. A estrutura melódica e o estilo vocal de dueto/grupo, aliados a uma produção pop polida, demonstram a forte influência do Sertanejo Universitário contemporâneo, focando em temas de festividade e relacionamentos com apelo comercial.",26.279093980789185
2024,Bobby Helms,Jingle Bell Rock,pop,167,167_Bobby Helms - Jingle Bell Rock.mp3,ok,rock,100.0,"A faixa apresenta elementos clássicos do rock and roll dos anos 50, como o riff de guitarra elétrica, ritmo 4/4 com swing (shuffle) e instrumentação típica do gênero.",10.830537796020508,Rock and Roll,"Rockabilly, Christmas Music, Pop Rock, Swing",100.0,"A faixa apresenta características clássicas do Rock and Roll do final da década de 1950, com uma batida shuffle (swing feel) e instrumentação centrada na guitarra elétrica com timbre limpo e leve reverb. A estrutura harmônica é simples e direta, típica do Pop Rock da era, enquanto a temática lírica e os arranjos vocais em coro a classificam como música natalina. O estilo de tocar a guitarra, com licks melódicos entre as frases vocais, remete fortemente ao Rockabilly.",27.976208209991455
2019,"Mc IG, MC Ryan SP, DJ Glenner, Mc Poze do Rodo, Oruam",Filha do Deputado,funk,57,57_FILHA DO DEPUTADO - MC IG_ MC Ryan SP_ Poze do Rodo e Oruam (GR6 Explode) DJ Glenner e Daltin Beat(MP3_160K).mp3,ok,funk,95.0,"A faixa apresenta batida sincopada característica do funk brasileiro, produção eletrônica e lírica voltada à ostentação, com menção direta ao gênero na letra.",84.31037163734436,Funk Brasileiro,"Funk Ostentação, Funk Paulista, Trap-Funk",95.0,"A faixa apresenta a batida característica do funk brasileiro, com elementos de trap na produção (hi-hats rápidos e graves profundos). As letras focam em temas de ascensão social e luxo, típicos do Funk Ostentação, e a menção direta a São Paulo e o sotaque dos artistas confirmam a vertente paulista.",81.84399056434631
2022,Michel Teló,Meu Vício - Ao Vivo,sertanejo,15,15_Michel Teló - Meu Vício part. Mari Fernandez - Rolê Aleatório (Clipe Oficial)(MP3_160K).mp3,ok,sertanejo,95.0,"A composição apresenta elementos típicos do sertanejo universitário e piseiro, caracterizados pelo uso da sanfona, temática de 'sofrência' e um ritmo binário dançante.",51.572646617889404,Sertanejo Universitário,"Piseiro, Forró Eletrônico, Arrocha",100.0,"A faixa é uma colaboração entre Mari Fernandez e Nattan, expoentes do Piseiro moderno. A sonoridade combina a batida eletrônica característica da 'pisada' com o uso melódico do acordeon, típico do Forró Eletrônico. A estrutura lírica e a interpretação vocal exploram o romantismo e a sensualidade, elementos fundamentais do Arrocha, integrados à produção comercial do Sertanejo contemporâneo.",36.107993602752686
2015,*NSYNC,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,pop,161,161_NSYNC - Bye Bye Bye.mp3,ok,pop,100.0,"A faixa apresenta produção polida, harmonias vocais características de boy bands, batida rítmica acentuada e estrutura melódica comercial, definindo o gênero teen pop do final dos anos 90.",18.32131290435791,Teen Pop,"Dance-Pop, Boy Band, Bubblegum Pop, R&B-Pop",100.0,"A faixa apresenta características marcantes da produção pop do final dos anos 90 e início dos 2000, como o uso extensivo de harmonias vocais em camadas, batidas eletrônicas sincopadas em 4/4 e sintetizadores digitais brilhantes. A estrutura é focada em ganchos melódicos (hooks) altamente memoráveis e uma produção polida, típica do subgênero Boy Band, mesclando elementos de R&B contemporâneo com uma estética puramente comercial e energética.",54.41850280761719
2023,Rionegro & Solimões,Vida de Cão - Ao Vivo,sertanejo,21,21_Vida De Cão(MP3_160K).mp3,ok,sertanejo,95.0,"A composição apresenta elementos centrais do sertanejo moderno, como o uso proeminente da sanfona, arranjos baseados em violão e temática lírica focada em desilusão amorosa e 'sofrência'.",53.68638062477112,Sertanejo,"Sertanejo Universitário, Arrocha, Modão, Sertanejo Romântico",100.0,"A faixa é um exemplo clássico do Sertanejo contemporâneo, caracterizada pelo uso proeminente da sanfona (acordeão) e do violão. A estrutura rítmica e a temática lírica focada na 'sofrência' (desilusão amorosa e consumo de álcool como refúgio) são pilares do gênero. A presença de diálogos introdutórios e interjeições durante a música remete à tradição das duplas sertanejas, enquanto a produção polida e o ritmo dançante a classificam dentro da vertente 'Universitário' com influências de Arrocha na cadência do refrão.",61.52147436141968
2021,Avine Vinny,Anota Aí - Ao Vivo,forró,70,70_Avine Vinny - Anota Aí _ Ao Vivo no _Quintou_(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta elementos característicos do forró eletrônico e piseiro, como o uso proeminente da sanfona e uma base rítmica binária acelerada típica do gênero.",49.48609137535095,Sertanejo Universitário,"Forró Eletrônico, Piseiro, Pop Brasileiro",95.0,"A faixa apresenta a estrutura típica do Sertanejo Universitário, com foco em melodias cativantes e letras sobre relacionamentos. A instrumentação combina o violão acústico com uma seção de metais e uma bateria com 'puxada' característica do Forró Eletrônico e do Piseiro, evidenciando a fusão de gêneros populares do Nordeste com o mercado sertanejo mainstream. A performance ao vivo e a interação com o público reforçam a estética de entretenimento de massa.",45.72868323326111
2025,Pitty,Me adora,rock,219,219_Pitty - Me Adora.mp3,ok,rock,95.0,"A faixa apresenta instrumentação característica do rock, com guitarras elétricas distorcidas, baixo e bateria marcantes. A estrutura da canção e a entrega vocal são típicas do pop-rock brasileiro dos anos 90/2000.",65.56235861778259,Rock Nacional,"Pop Rock, Rock Alternativo, Indie Rock",95.0,"A faixa apresenta uma instrumentação clássica de rock (guitarras com distorção, baixo e bateria) combinada com uma estrutura melódica acessível e refrão cativante, típicos do Pop Rock brasileiro. A dinâmica entre versos mais limpos e refrões intensos, aliada à interpretação vocal expressiva em português, caracteriza o gênero Rock Nacional com influências do rock alternativo contemporâneo.",56.59629988670349
2020,Lizzo,Boys,pop,169,169_Lizzo - Boys.mp3,ok,pop,95.0,"A faixa apresenta uma produção rítmica de alta energia, com ganchos vocais cativantes e repetitivos, típicos do pop contemporâneo. Embora incorpore elementos de funk e hip-hop, sua estrutura e apelo comercial a enquadram no gênero pop.",22.20957326889038,Pop,"Funk-pop, Hip-hop, Dance-pop, Electropop",95.0,"A faixa apresenta uma fusão característica de elementos do pop contemporâneo com uma linha de baixo sincopada e groovada, típica do funk. A entrega vocal alterna entre o rap rítmico e ganchos melódicos cativantes, enquanto a produção eletrônica, com batidas de sintetizador e percussão digital, reforça sua natureza dance-pop. A estrutura da música é voltada para o rádio, com um refrão forte e repetitivo.",8.840945482254028
2025,Os paralamas do sucesso,Meu erro,rock,225,225_Os Paralamas Do Sucesso - Meu Erro.mp3,ok,rock,95.0,"A faixa apresenta instrumentação característica do rock, com guitarras elétricas em destaque (alternando entre timbres limpos e distorcidos), baixo melódico e bateria com acentuação constante no backbeat. A estrutura harmônica e a entrega vocal seguem a estética do pop-rock brasileiro.",44.50178861618042,Pop Rock,"Pop Rock Nacional, Soft Rock, Power Pop, Rock Alternativo",95.0,"A faixa apresenta uma instrumentação clássica de banda de rock (guitarras, baixo e bateria) com uma produção polida e foco em melodias cativantes e radiofônicas. A estrutura harmônica é predominantemente diatônica, característica do Pop Rock brasileiro dos anos 90 e 2000. O ritmo é constante em 4/4, com ênfase no 'backbeat' e vocais melódicos que priorizam a acessibilidade e o refrão marcante.",41.95501685142517
2021,Mariah Carey,All I Want for Christmas Is You,pop,164,164_Mariah Carey - All I Want for Christmas Is You.mp3,ok,pop,100.0,"A canção apresenta estrutura verso-refrão bem definida, melodia cativante (hook), produção polida e instrumentação típica do gênero, com foco no apelo comercial e vocal expressivo.",42.66932129859924,Pop Natalino,"Soul-Pop, Gospel, Doo-wop, Contemporary R&B",100.0,"A faixa é uma reinterpretação fiel do estilo estabelecido por clássicos natalinos modernos, caracterizada pelo uso de 'sleigh bells', arranjos de metais (brass section) enérgicos e uma progressão harmônica que mistura o pop com o soul dos anos 60. A performance vocal é técnica e melismática, típica do R&B contemporâneo, enquanto os backing vocals utilizam harmonias densas inspiradas no Gospel e no Doo-wop.",27.758724451065063
2000,NATTAN,Eu Confiei Em Ti,forró,71,71_Nattan - Confiei em Ti (Nem eu que chorei um oceano) (Vídeo Oficial)(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta elementos centrais do forró universitário e piseiro, como o uso proeminente da sanfona, um ritmo binário dançante e letras focadas em relacionamentos e desilusões amorosas.",33.35811686515808,Sertanejo Universitário,"Arrocha, Sertanejo Pop, Bachata",98.0,"A faixa apresenta a estrutura rítmica e melódica característica do Sertanejo Universitário moderno, com ênfase na levada de 'Arrocha' durante o refrão. A instrumentação combina o violão acústico (nylon) com uma seção de metais (trompetes e trombones) que confere uma sonoridade pop/big band. A interpretação vocal utiliza melismas e uma dicção típica do gênero, focada em temas de desilusão amorosa e superação. A produção sonora é comercial, com compressão acentuada e arranjos dinâmicos voltados para o entretenimento dançante.",54.89390969276428
2013,Zé Vaqueiro,Eu Tenho Medo,forró,67,67_Zé Vaqueiro - Tenho Medo (Video Oficial)(MP3_160K).mp3,ok,forró,95.0,"A faixa apresenta o ritmo característico do piseiro/forró eletrônico, com batida 2/4 marcada, timbres de teclado simulando sanfona e temática de vaquejada.",62.654757499694824,Forró,"Piseiro, Forró de Vaquejada, Arrocha",95.0,"A faixa é caracterizada por uma rítmica binária sincopada, com a sanfona (acordeão) desempenhando o papel melódico e harmônico central. A base percussiva é marcada e constante, típica das vertentes modernas do Forró, como o Piseiro. A temática lírica aborda o cotidiano do vaqueiro e desilusões amorosas, elementos fundamentais do Forró de Vaquejada. A interpretação vocal e a estrutura harmônica também apresentam intersecções com o Arrocha e o Sertanejo contemporâneo.",56.45929479598999
2017,João Gomes,Lembrei de Nós,forró,75,75_João Gomes Cantor - LEMBREI DE NÓS - João Gomes_ _mestrinhooficial e _Jota.Pe.Oficial (Dominguinho)(MP3_160K).mp3,ok,mpb,95.0,"A composição apresenta arranjos sofisticados com destaque para o violino e violão acústico, aliados a uma interpretação vocal melódica e letras poéticas, elementos centrais da Música Popular Brasileira contemporânea.",41.56985926628113,MPB (Música Popular Brasileira),"Bossa Nova, Samba-Jazz, Nova MPB, Folk Brasileiro",98.0,"A composição exibe uma harmonia sofisticada, rica em acordes com extensões (sétimas e nonas) e uma rítmica baseada na síncope do samba, característica da 'levada' de Bossa Nova no violão de nylon. A instrumentação, que destaca a flauta transversal e o acordeom (mencionado por Mestrinho), aliada ao canto suave e intimista, define a estética da Nova MPB. A estrutura melódica é fluida e dialoga diretamente com o Jazz-Samba, mantendo uma sonoridade acústica e orgânica.",30.94316792488098
2025,Billie Eilish,LUNCH,pop,160,160_Billie Eilish - LUNCH.mp3,ok,pop,95.0,"A faixa apresenta produção polida, estrutura verso-refrão bem definida, vocais melódicos e uma combinação de elementos eletrônicos com instrumentos orgânicos (guitarra e baixo) típicos do pop contemporâneo.",39.92105436325073,Indie Pop,"Funk Pop, Nu-Disco, Dance-Pop, Alternative Pop",95.0,"A faixa apresenta uma fusão característica de elementos do pop moderno com uma base rítmica fortemente influenciada pelo funk. Destacam-se as guitarras elétricas limpas e percussivas, uma linha de baixo melódica e 'groovada', e o uso de sintetizadores que remetem ao nu-disco. A estrutura da canção segue o padrão verso-refrão com uma produção polida, típica do dance-pop contemporâneo, enquanto a entrega vocal e a instrumentação orgânica conferem uma estética de indie pop/alternative pop.",49.92560052871704
2016,Xand Avião,Casal Raiz - Ao Vivo,forró,73,73_Xand Avião - Casal Raiz (Clipe Oficial)(MP3_160K).mp3,ok,sertanejo,100.0,"A faixa apresenta instrumentação característica do sertanejo moderno, com destaque para o violão e a sanfona, além de uma temática lírica voltada para relacionamentos cotidianos e uma estrutura melódica típica do gênero.",45.97201943397522,Sertanejo,"Sertanejo Universitário, Arrocha, Forró",100.0,"A faixa apresenta características marcantes do Sertanejo contemporâneo, como o uso proeminente da sanfona e do violão, ritmo sincopado em 4/4 e temática lírica voltada para relacionamentos cotidianos com gírias atuais ('Nutella' vs 'Raiz'). A estrutura vocal e a interação com o público em uma gravação ao vivo são típicas do Sertanejo Universitário, com influências rítmicas do Arrocha e do Forró.",41.10226035118103
2024,Henrique & Juliano,Bateria Externa - Ao Vivo,sertanejo,6,6_Henrique e Juliano - BATERIA EXTERNA - DVD Ao Vivo No Ibirapuera(MP3_160K).mp3,ok,sertanejo,95.0,"A faixa apresenta características típicas do sertanejo universitário, como o uso de violão acústico, temática de relacionamentos e uma estrutura melódica pop-sertaneja.",51.306673765182495,Sertanejo Universitário,"Arrocha, Pop Sertanejo, Sertanejo Acústico",98.0,"A faixa apresenta características fundamentais do Sertanejo Universitário contemporâneo, como a instrumentação centrada no violão de aço e percussão leve, aliada a uma temática lírica focada em relacionamentos cotidianos e vida social. O ritmo possui o 'balanço' típico do Arrocha, com uma estrutura melódica pop e harmonias vocais bem definidas. A produção valoriza a clareza acústica, mantendo uma cadência dançante e comercial.",58.134756565093994
2024,Diego & Victor Hugo,Tubarões - Ao Vivo,sertanejo,22,22_Diego e Victor Hugo - Tubarões(MP3_160K).mp3,ok,sertanejo,95.0,"A faixa apresenta características marcantes do sertanejo contemporâneo, como a interpretação vocal melódica com ênfase emocional, arranjos baseados em violão e guitarra, e temática romântica. A estrutura harmônica e o estilo de performance ao vivo são típicos do gênero.",33.443042516708374,Sertanejo Universitário,"Sertanejo Pop, Sertanejo Romântico, Arrocha, Pop Brasileiro",100.0,"A faixa apresenta as características definidoras do Sertanejo Universitário contemporâneo, unindo a instrumentação acústica (violão) a uma produção de palco robusta com guitarras elétricas e bateria de pegada pop/rock. A interpretação vocal é marcada por melismas expressivos e uma entrega emocional intensa, típica do gênero. A estrutura harmônica é baseada em progressões diatônicas acessíveis, focadas em um refrão de forte apelo popular. A rítmica em 4/4, com nuances que remetem ao arrocha na acentuação, e a temática lírica de superação amorosa confirmam a classificação.",36.79749870300293
2020,Skank,Algo Parecido,mpb,101,101_Skank - Algo Parecido.mp3,ok,pop,95.0,"A faixa apresenta uma estrutura melódica radiofônica, produção polida com foco em violão acústico e vocais suaves, características centrais do pop contemporâneo brasileiro.",19.521509408950806,Nova MPB,"Pop Folk, Indie Pop, Acoustic Pop",95.0,"A faixa é um exemplo clássico da vertente contemporânea da MPB, caracterizada por uma instrumentação orgânica onde o violão de aço dita a base rítmica e harmônica. A produção limpa, os vocais suaves e melódicos, e a fusão de elementos do folk internacional com a canção popular brasileira definem a sonoridade. A estrutura composicional foca em ganchos melódicos acessíveis e uma atmosfera otimista, típica de artistas do gênero como Tiago Iorc e Melim.",40.25480628013611
2022,"Jimin, Loco",Smeraldo Garden Marching Band (feat. Loco),pop,162,"162_Jimin, Loco - Smeraldo Garden Marching Band (feat. Loco).mp3",ok,pop,98.0,"A faixa apresenta produção polida, estrutura de verso-refrão com ganchos melódicos marcantes e batida eletrônica característica do dance-pop contemporâneo.",27.957475423812866,K-pop,"Dance-pop, Synth-pop, K-Hip Hop, Bubblegum Pop",100.0,"A faixa apresenta as características clássicas da música pop coreana contemporânea, incluindo uma produção eletrônica polida, alternância entre versos cantados e rimas de hip-hop, e uma estrutura de refrão 'catchy' com harmonias vocais em grupo. A instrumentação é dominada por sintetizadores e batidas eletrônicas em 4/4, típicas do dance-pop.",58.007861614227295
2022,Billie Eilish,CHIHIRO,pop,158,158_Billie Eilish - CHIHIRO.mp3,ok,pop,95.0,"A faixa apresenta produção eletrônica polida, vocais melódicos, estrutura de canção convencional e uso de sintetizadores contemporâneos, características centrais do gênero pop moderno.",60.48504638671875,Indie Pop,"Synth-pop, Dream Pop, Bedroom Pop, Alt-Pop",95.0,"A faixa apresenta uma fusão de texturas eletrônicas com uma sensibilidade indie. Os vocais são suaves e atmosféricos, típicos do Dream Pop, enquanto a instrumentação baseada em sintetizadores e batidas eletrônicas programadas define o Synth-pop. A produção polida, mas com nuances introspectivas, alinha-se ao Bedroom Pop e ao Alt-Pop contemporâneo.",58.52281618118286
2005,Twenty One Pilots,The contract,rock,227,227_Twenty One Pilots - The Contract.mp3,ok,rock,95.0,"A faixa apresenta guitarras elétricas distorcidas, uma bateria enérgica e vocais característicos do rock alternativo, com estrutura harmônica e rítmica típicas do gênero.",49.35168695449829,Indie Pop-Rock,"Alternative Rock, Indie Pop, Pop Rock, Modern Rock",95.0,"A faixa apresenta uma fusão de elementos do rock alternativo com a acessibilidade melódica do pop. Caracteriza-se por guitarras elétricas com timbres variando entre o limpo e o levemente saturado, batidas de bateria enérgicas em 4/4 e uma produção polida que incorpora sintetizadores. A estrutura verso-refrão é bem definida, com ganchos vocais cativantes típicos do Indie Pop contemporâneo.",42.53593683242798
